,product,uf,volume,year_month,unit,created_at
2346,OLEO DIESEL S-500 ,MATO GROSSO,175249.775,2014-03-28,m3,2022-02-22 01:21:55.716025
2347,OLEO DIESEL S-500 ,GOIAS,252162.22,2014-03-28,m3,2022-02-22 01:21:55.716025
2348,OLEO DIESEL S-500 ,DISTRITO FEDERAL,24575.15,2014-03-28,m3,2022-02-22 01:21:55.716025
2349,OLEO DIESEL S-1800 ,RONDONIA,0.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2350,OLEO DIESEL S-1800 ,ACRE,0.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2351,OLEO DIESEL S-1800 ,AMAZONAS,64273.055,2014-03-28,m3,2022-02-22 01:21:55.716025
2352,OLEO DIESEL S-1800 ,RORAIMA,0.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2353,OLEO DIESEL S-1800 ,PARA,5902.588,2014-03-28,m3,2022-02-22 01:21:55.716025
2354,OLEO DIESEL S-1800 ,AMAPA,0.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2355,OLEO DIESEL S-1800 ,TOCANTINS,10.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2356,OLEO DIESEL S-1800 ,MARANHAO,0.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2357,OLEO DIESEL S-1800 ,PIAUI,0.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2358,OLEO DIESEL S-1800 ,CEARA,0.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2359,OLEO DIESEL S-1800 ,RIO GRANDE DO NORTE,0.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2360,OLEO DIESEL S-1800 ,PARAIBA,0.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2361,OLEO DIESEL S-1800 ,PERNAMBUCO,0.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2362,OLEO DIESEL S-1800 ,ALAGOAS,0.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2363,OLEO DIESEL S-1800 ,SERGIPE,0.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2364,OLEO DIESEL S-1800 ,BAHIA,0.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2365,OLEO DIESEL S-1800 ,MINAS GERAIS,3231.768,2014-03-28,m3,2022-02-22 01:21:55.716025
2366,OLEO DIESEL S-1800 ,ESPIRITO SANTO,0.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2367,OLEO DIESEL S-1800 ,RIO DE JANEIRO,0.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2368,OLEO DIESEL S-1800 ,SAO PAULO,16015.427,2014-03-28,m3,2022-02-22 01:21:55.716025
2369,OLEO DIESEL S-1800 ,PARANA,50.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2370,OLEO DIESEL S-1800 ,SANTA CATARINA,216.572,2014-03-28,m3,2022-02-22 01:21:55.716025
2371,OLEO DIESEL S-1800 ,RIO GRANDE DO SUL,0.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2372,OLEO DIESEL S-1800 ,MATO GROSSO DO SUL,371.12,2014-03-28,m3,2022-02-22 01:21:55.716025
2373,OLEO DIESEL S-1800 ,MATO GROSSO,941.78,2014-03-28,m3,2022-02-22 01:21:55.716025
2374,OLEO DIESEL S-1800 ,GOIAS,1491.93,2014-03-28,m3,2022-02-22 01:21:55.716025
2375,OLEO DIESEL S-1800 ,DISTRITO FEDERAL,0.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2376,OLEO DIESEL MARITIMO ,RONDONIA,995.392,2014-03-28,m3,2022-02-22 01:21:55.716025
2377,OLEO DIESEL MARITIMO ,ACRE,0.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2378,OLEO DIESEL MARITIMO ,AMAZONAS,9725.778,2014-03-28,m3,2022-02-22 01:21:55.716025
2379,OLEO DIESEL MARITIMO ,RORAIMA,0.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2380,OLEO DIESEL MARITIMO ,PARA,6770.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2381,OLEO DIESEL MARITIMO ,AMAPA,0.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2382,OLEO DIESEL MARITIMO ,TOCANTINS,0.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2383,OLEO DIESEL MARITIMO ,MARANHAO,7668.869,2014-03-28,m3,2022-02-22 01:21:55.716025
2384,OLEO DIESEL MARITIMO ,PIAUI,255.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2385,OLEO DIESEL MARITIMO ,CEARA,870.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2386,OLEO DIESEL MARITIMO ,RIO GRANDE DO NORTE,620.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2387,OLEO DIESEL MARITIMO ,PARAIBA,0.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2388,OLEO DIESEL MARITIMO ,PERNAMBUCO,492.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2389,OLEO DIESEL MARITIMO ,ALAGOAS,108.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2390,OLEO DIESEL MARITIMO ,SERGIPE,165.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2391,OLEO DIESEL MARITIMO ,BAHIA,1734.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2392,OLEO DIESEL MARITIMO ,MINAS GERAIS,0.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2393,OLEO DIESEL MARITIMO ,ESPIRITO SANTO,3500.39,2014-03-28,m3,2022-02-22 01:21:55.716025
2394,OLEO DIESEL MARITIMO ,RIO DE JANEIRO,25297.819,2014-03-28,m3,2022-02-22 01:21:55.716025
2395,OLEO DIESEL MARITIMO ,SAO PAULO,3250.302,2014-03-28,m3,2022-02-22 01:21:55.716025
2396,OLEO DIESEL MARITIMO ,PARANA,7432.767,2014-03-28,m3,2022-02-22 01:21:55.716025
2397,OLEO DIESEL MARITIMO ,SANTA CATARINA,5540.6,2014-03-28,m3,2022-02-22 01:21:55.716025
2398,OLEO DIESEL MARITIMO ,RIO GRANDE DO SUL,2136.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2399,OLEO DIESEL MARITIMO ,MATO GROSSO DO SUL,0.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2400,OLEO DIESEL MARITIMO ,MATO GROSSO,0.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2401,OLEO DIESEL MARITIMO ,GOIAS,0.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2402,OLEO DIESEL MARITIMO ,DISTRITO FEDERAL,0.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2403,OLEO DIESEL (OUTROS ) ,RONDONIA,20.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2404,OLEO DIESEL (OUTROS ) ,ACRE,0.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2405,OLEO DIESEL (OUTROS ) ,AMAZONAS,0.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2406,OLEO DIESEL (OUTROS ) ,RORAIMA,0.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2407,OLEO DIESEL (OUTROS ) ,PARA,0.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2408,OLEO DIESEL (OUTROS ) ,AMAPA,0.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2409,OLEO DIESEL (OUTROS ) ,TOCANTINS,0.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2410,OLEO DIESEL (OUTROS ) ,MARANHAO,0.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2411,OLEO DIESEL (OUTROS ) ,PIAUI,0.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2412,OLEO DIESEL (OUTROS ) ,CEARA,0.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2413,OLEO DIESEL (OUTROS ) ,RIO GRANDE DO NORTE,0.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2414,OLEO DIESEL (OUTROS ) ,PARAIBA,0.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2415,OLEO DIESEL (OUTROS ) ,PERNAMBUCO,578.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2416,OLEO DIESEL (OUTROS ) ,ALAGOAS,0.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2417,OLEO DIESEL (OUTROS ) ,SERGIPE,0.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2418,OLEO DIESEL (OUTROS ) ,BAHIA,0.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2419,OLEO DIESEL (OUTROS ) ,MINAS GERAIS,6.49,2014-03-28,m3,2022-02-22 01:21:55.716025
2420,OLEO DIESEL (OUTROS ) ,ESPIRITO SANTO,0.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2421,OLEO DIESEL (OUTROS ) ,RIO DE JANEIRO,1666.628,2014-03-28,m3,2022-02-22 01:21:55.716025
2422,OLEO DIESEL (OUTROS ) ,SAO PAULO,11278.497,2014-03-28,m3,2022-02-22 01:21:55.716025
2423,OLEO DIESEL (OUTROS ) ,PARANA,67.087,2014-03-28,m3,2022-02-22 01:21:55.716025
2424,OLEO DIESEL (OUTROS ) ,SANTA CATARINA,50.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2425,OLEO DIESEL (OUTROS ) ,RIO GRANDE DO SUL,0.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2426,OLEO DIESEL (OUTROS ) ,MATO GROSSO DO SUL,25.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2427,OLEO DIESEL (OUTROS ) ,MATO GROSSO,0.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2428,OLEO DIESEL (OUTROS ) ,GOIAS,0.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2429,OLEO DIESEL (OUTROS ) ,DISTRITO FEDERAL,0.0,2014-03-28,m3,2022-02-22 01:21:55.716025
2430,OLEO DIESEL S-10 ,RONDONIA,12927.6,2015-03-28,m3,2022-02-22 01:21:55.716025
2431,OLEO DIESEL S-10 ,ACRE,2504.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2432,OLEO DIESEL S-10 ,AMAZONAS,9215.479,2015-03-28,m3,2022-02-22 01:21:55.716025
2433,OLEO DIESEL S-10 ,RORAIMA,1951.6,2015-03-28,m3,2022-02-22 01:21:55.716025
2434,OLEO DIESEL S-10 ,PARA,60413.3,2015-03-28,m3,2022-02-22 01:21:55.716025
2435,OLEO DIESEL S-10 ,AMAPA,13169.283,2015-03-28,m3,2022-02-22 01:21:55.716025
2436,OLEO DIESEL S-10 ,TOCANTINS,22200.797,2015-03-28,m3,2022-02-22 01:21:55.716025
2437,OLEO DIESEL S-10 ,MARANHAO,35104.22,2015-03-28,m3,2022-02-22 01:21:55.716025
2438,OLEO DIESEL S-10 ,PIAUI,17712.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2439,OLEO DIESEL S-10 ,CEARA,60625.224,2015-03-28,m3,2022-02-22 01:21:55.716025
2440,OLEO DIESEL S-10 ,RIO GRANDE DO NORTE,8715.5,2015-03-28,m3,2022-02-22 01:21:55.716025
2441,OLEO DIESEL S-10 ,PARAIBA,13255.96,2015-03-28,m3,2022-02-22 01:21:55.716025
2442,OLEO DIESEL S-10 ,PERNAMBUCO,62814.871,2015-03-28,m3,2022-02-22 01:21:55.716025
2443,OLEO DIESEL S-10 ,ALAGOAS,10042.726,2015-03-28,m3,2022-02-22 01:21:55.716025
2444,OLEO DIESEL S-10 ,SERGIPE,11953.016,2015-03-28,m3,2022-02-22 01:21:55.716025
2445,OLEO DIESEL S-10 ,BAHIA,76851.014,2015-03-28,m3,2022-02-22 01:21:55.716025
2446,OLEO DIESEL S-10 ,MINAS GERAIS,113045.725,2015-03-28,m3,2022-02-22 01:21:55.716025
2447,OLEO DIESEL S-10 ,ESPIRITO SANTO,26423.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2448,OLEO DIESEL S-10 ,RIO DE JANEIRO,1405494.485,2015-03-28,m3,2022-02-22 01:21:55.716025
2449,OLEO DIESEL S-10 ,SAO PAULO,333511.209,2015-03-28,m3,2022-02-22 01:21:55.716025
2450,OLEO DIESEL S-10 ,PARANA,99891.125,2015-03-28,m3,2022-02-22 01:21:55.716025
2451,OLEO DIESEL S-10 ,SANTA CATARINA,56600.4,2015-03-28,m3,2022-02-22 01:21:55.716025
2452,OLEO DIESEL S-10 ,RIO GRANDE DO SUL,62950.313,2015-03-28,m3,2022-02-22 01:21:55.716025
2453,OLEO DIESEL S-10 ,MATO GROSSO DO SUL,40864.7,2015-03-28,m3,2022-02-22 01:21:55.716025
2454,OLEO DIESEL S-10 ,MATO GROSSO,40302.435,2015-03-28,m3,2022-02-22 01:21:55.716025
2455,OLEO DIESEL S-10 ,GOIAS,53739.37,2015-03-28,m3,2022-02-22 01:21:55.716025
2456,OLEO DIESEL S-10 ,DISTRITO FEDERAL,16623.2,2015-03-28,m3,2022-02-22 01:21:55.716025
2457,OLEO DIESEL S-500 ,RONDONIA,50268.079,2015-03-28,m3,2022-02-22 01:21:55.716025
2458,OLEO DIESEL S-500 ,ACRE,10004.094,2015-03-28,m3,2022-02-22 01:21:55.716025
2459,OLEO DIESEL S-500 ,AMAZONAS,18396.771,2015-03-28,m3,2022-02-22 01:21:55.716025
2460,OLEO DIESEL S-500 ,RORAIMA,5979.4,2015-03-28,m3,2022-02-22 01:21:55.716025
2461,OLEO DIESEL S-500 ,PARA,1395488.118,2015-03-28,m3,2022-02-22 01:21:55.716025
2462,OLEO DIESEL S-500 ,AMAPA,11764.5,2015-03-28,m3,2022-02-22 01:21:55.716025
2463,OLEO DIESEL S-500 ,TOCANTINS,52666.95,2015-03-28,m3,2022-02-22 01:21:55.716025
2464,OLEO DIESEL S-500 ,MARANHAO,85206.383,2015-03-28,m3,2022-02-22 01:21:55.716025
2465,OLEO DIESEL S-500 ,PIAUI,29475.01,2015-03-28,m3,2022-02-22 01:21:55.716025
2466,OLEO DIESEL S-500 ,CEARA,30712.5,2015-03-28,m3,2022-02-22 01:21:55.716025
2467,OLEO DIESEL S-500 ,RIO GRANDE DO NORTE,40784.85,2015-03-28,m3,2022-02-22 01:21:55.716025
2468,OLEO DIESEL S-500 ,PARAIBA,25163.32,2015-03-28,m3,2022-02-22 01:21:55.716025
2469,OLEO DIESEL S-500 ,PERNAMBUCO,58973.23,2015-03-28,m3,2022-02-22 01:21:55.716025
2470,OLEO DIESEL S-500 ,ALAGOAS,23304.5,2015-03-28,m3,2022-02-22 01:21:55.716025
2471,OLEO DIESEL S-500 ,SERGIPE,19492.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2472,OLEO DIESEL S-500 ,BAHIA,158028.387,2015-03-28,m3,2022-02-22 01:21:55.716025
2473,OLEO DIESEL S-500 ,MINAS GERAIS,432401.89,2015-03-28,m3,2022-02-22 01:21:55.716025
2474,OLEO DIESEL S-500 ,ESPIRITO SANTO,730278.948,2015-03-28,m3,2022-02-22 01:21:55.716025
2475,OLEO DIESEL S-500 ,RIO DE JANEIRO,98075.755,2015-03-28,m3,2022-02-22 01:21:55.716025
2476,OLEO DIESEL S-500 ,SAO PAULO,644862.525,2015-03-28,m3,2022-02-22 01:21:55.716025
2477,OLEO DIESEL S-500 ,PARANA,356062.24,2015-03-28,m3,2022-02-22 01:21:55.716025
2478,OLEO DIESEL S-500 ,SANTA CATARINA,137166.841,2015-03-28,m3,2022-02-22 01:21:55.716025
2479,OLEO DIESEL S-500 ,RIO GRANDE DO SUL,231052.673,2015-03-28,m3,2022-02-22 01:21:55.716025
2480,OLEO DIESEL S-500 ,MATO GROSSO DO SUL,87019.765,2015-03-28,m3,2022-02-22 01:21:55.716025
2481,OLEO DIESEL S-500 ,MATO GROSSO,192767.389,2015-03-28,m3,2022-02-22 01:21:55.716025
2482,OLEO DIESEL S-500 ,GOIAS,193768.455,2015-03-28,m3,2022-02-22 01:21:55.716025
2483,OLEO DIESEL S-500 ,DISTRITO FEDERAL,20251.801,2015-03-28,m3,2022-02-22 01:21:55.716025
2484,OLEO DIESEL S-1800 ,RONDONIA,0.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2485,OLEO DIESEL S-1800 ,ACRE,0.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2486,OLEO DIESEL S-1800 ,AMAZONAS,61995.967,2015-03-28,m3,2022-02-22 01:21:55.716025
2487,OLEO DIESEL S-1800 ,RORAIMA,41462.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2488,OLEO DIESEL S-1800 ,PARA,6488.754,2015-03-28,m3,2022-02-22 01:21:55.716025
2489,OLEO DIESEL S-1800 ,AMAPA,0.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2490,OLEO DIESEL S-1800 ,TOCANTINS,0.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2491,OLEO DIESEL S-1800 ,MARANHAO,0.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2492,OLEO DIESEL S-1800 ,PIAUI,0.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2493,OLEO DIESEL S-1800 ,CEARA,0.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2494,OLEO DIESEL S-1800 ,RIO GRANDE DO NORTE,0.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2495,OLEO DIESEL S-1800 ,PARAIBA,0.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2496,OLEO DIESEL S-1800 ,PERNAMBUCO,0.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2497,OLEO DIESEL S-1800 ,ALAGOAS,0.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2498,OLEO DIESEL S-1800 ,SERGIPE,0.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2499,OLEO DIESEL S-1800 ,BAHIA,0.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2500,OLEO DIESEL S-1800 ,MINAS GERAIS,6017.5,2015-03-28,m3,2022-02-22 01:21:55.716025
2501,OLEO DIESEL S-1800 ,ESPIRITO SANTO,0.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2502,OLEO DIESEL S-1800 ,RIO DE JANEIRO,0.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2503,OLEO DIESEL S-1800 ,SAO PAULO,1410.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2504,OLEO DIESEL S-1800 ,PARANA,0.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2505,OLEO DIESEL S-1800 ,SANTA CATARINA,0.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2506,OLEO DIESEL S-1800 ,RIO GRANDE DO SUL,0.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2507,OLEO DIESEL S-1800 ,MATO GROSSO DO SUL,0.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2508,OLEO DIESEL S-1800 ,MATO GROSSO,612.29,2015-03-28,m3,2022-02-22 01:21:55.716025
2509,OLEO DIESEL S-1800 ,GOIAS,301.81,2015-03-28,m3,2022-02-22 01:21:55.716025
2510,OLEO DIESEL S-1800 ,DISTRITO FEDERAL,0.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2511,OLEO DIESEL MARITIMO ,RONDONIA,1124.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2512,OLEO DIESEL MARITIMO ,ACRE,38.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2513,OLEO DIESEL MARITIMO ,AMAZONAS,120831.724,2015-03-28,m3,2022-02-22 01:21:55.716025
2514,OLEO DIESEL MARITIMO ,RORAIMA,0.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2515,OLEO DIESEL MARITIMO ,PARA,8797.5,2015-03-28,m3,2022-02-22 01:21:55.716025
2516,OLEO DIESEL MARITIMO ,AMAPA,180.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2517,OLEO DIESEL MARITIMO ,TOCANTINS,0.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2518,OLEO DIESEL MARITIMO ,MARANHAO,452.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2519,OLEO DIESEL MARITIMO ,PIAUI,225.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2520,OLEO DIESEL MARITIMO ,CEARA,805.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2521,OLEO DIESEL MARITIMO ,RIO GRANDE DO NORTE,720.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2522,OLEO DIESEL MARITIMO ,PARAIBA,15.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2523,OLEO DIESEL MARITIMO ,PERNAMBUCO,327.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2524,OLEO DIESEL MARITIMO ,ALAGOAS,90.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2525,OLEO DIESEL MARITIMO ,SERGIPE,165.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2526,OLEO DIESEL MARITIMO ,BAHIA,16937.384,2015-03-28,m3,2022-02-22 01:21:55.716025
2527,OLEO DIESEL MARITIMO ,MINAS GERAIS,0.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2528,OLEO DIESEL MARITIMO ,ESPIRITO SANTO,3951.721,2015-03-28,m3,2022-02-22 01:21:55.716025
2529,OLEO DIESEL MARITIMO ,RIO DE JANEIRO,35746.325,2015-03-28,m3,2022-02-22 01:21:55.716025
2530,OLEO DIESEL MARITIMO ,SAO PAULO,2787.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2531,OLEO DIESEL MARITIMO ,PARANA,485.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2532,OLEO DIESEL MARITIMO ,SANTA CATARINA,5543.261,2015-03-28,m3,2022-02-22 01:21:55.716025
2533,OLEO DIESEL MARITIMO ,RIO GRANDE DO SUL,1936.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2534,OLEO DIESEL MARITIMO ,MATO GROSSO DO SUL,150.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2535,OLEO DIESEL MARITIMO ,MATO GROSSO,0.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2536,OLEO DIESEL MARITIMO ,GOIAS,0.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2537,OLEO DIESEL MARITIMO ,DISTRITO FEDERAL,0.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2538,OLEO DIESEL (OUTROS ) ,RONDONIA,0.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2539,OLEO DIESEL (OUTROS ) ,ACRE,0.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2540,OLEO DIESEL (OUTROS ) ,AMAZONAS,0.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2541,OLEO DIESEL (OUTROS ) ,RORAIMA,0.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2542,OLEO DIESEL (OUTROS ) ,PARA,0.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2543,OLEO DIESEL (OUTROS ) ,AMAPA,0.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2544,OLEO DIESEL (OUTROS ) ,TOCANTINS,0.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2545,OLEO DIESEL (OUTROS ) ,MARANHAO,0.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2546,OLEO DIESEL (OUTROS ) ,PIAUI,0.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2547,OLEO DIESEL (OUTROS ) ,CEARA,0.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2548,OLEO DIESEL (OUTROS ) ,RIO GRANDE DO NORTE,0.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2549,OLEO DIESEL (OUTROS ) ,PARAIBA,0.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2550,OLEO DIESEL (OUTROS ) ,PERNAMBUCO,382.5,2015-03-28,m3,2022-02-22 01:21:55.716025
2551,OLEO DIESEL (OUTROS ) ,ALAGOAS,0.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2552,OLEO DIESEL (OUTROS ) ,SERGIPE,0.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2553,OLEO DIESEL (OUTROS ) ,BAHIA,0.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2554,OLEO DIESEL (OUTROS ) ,MINAS GERAIS,5.844,2015-03-28,m3,2022-02-22 01:21:55.716025
2555,OLEO DIESEL (OUTROS ) ,ESPIRITO SANTO,0.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2556,OLEO DIESEL (OUTROS ) ,RIO DE JANEIRO,879.103,2015-03-28,m3,2022-02-22 01:21:55.716025
2557,OLEO DIESEL (OUTROS ) ,SAO PAULO,872.343,2015-03-28,m3,2022-02-22 01:21:55.716025
2558,OLEO DIESEL (OUTROS ) ,PARANA,51.304,2015-03-28,m3,2022-02-22 01:21:55.716025
2559,OLEO DIESEL (OUTROS ) ,SANTA CATARINA,20.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2560,OLEO DIESEL (OUTROS ) ,RIO GRANDE DO SUL,0.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2561,OLEO DIESEL (OUTROS ) ,MATO GROSSO DO SUL,0.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2562,OLEO DIESEL (OUTROS ) ,MATO GROSSO,0.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2563,OLEO DIESEL (OUTROS ) ,GOIAS,0.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2564,OLEO DIESEL (OUTROS ) ,DISTRITO FEDERAL,0.0,2015-03-28,m3,2022-02-22 01:21:55.716025
2565,OLEO DIESEL S-10 ,RONDONIA,177151.687,2016-03-28,m3,2022-02-22 01:21:55.716025
2566,OLEO DIESEL S-10 ,ACRE,3073.2,2016-03-28,m3,2022-02-22 01:21:55.716025
2567,OLEO DIESEL S-10 ,AMAZONAS,10630.475,2016-03-28,m3,2022-02-22 01:21:55.716025
2568,OLEO DIESEL S-10 ,RORAIMA,2657.8,2016-03-28,m3,2022-02-22 01:21:55.716025
2569,OLEO DIESEL S-10 ,PARA,71893.848,2016-03-28,m3,2022-02-22 01:21:55.716025
2570,OLEO DIESEL S-10 ,AMAPA,1344.5,2016-03-28,m3,2022-02-22 01:21:55.716025
2571,OLEO DIESEL S-10 ,TOCANTINS,24610.45,2016-03-28,m3,2022-02-22 01:21:55.716025
2572,OLEO DIESEL S-10 ,MARANHAO,34603.201,2016-03-28,m3,2022-02-22 01:21:55.716025
2573,OLEO DIESEL S-10 ,PIAUI,17009.5,2016-03-28,m3,2022-02-22 01:21:55.716025
2574,OLEO DIESEL S-10 ,CEARA,55648.199,2016-03-28,m3,2022-02-22 01:21:55.716025
2575,OLEO DIESEL S-10 ,RIO GRANDE DO NORTE,9683.5,2016-03-28,m3,2022-02-22 01:21:55.716025
2576,OLEO DIESEL S-10 ,PARAIBA,12925.2,2016-03-28,m3,2022-02-22 01:21:55.716025
2577,OLEO DIESEL S-10 ,PERNAMBUCO,60028.446,2016-03-28,m3,2022-02-22 01:21:55.716025
2578,OLEO DIESEL S-10 ,ALAGOAS,145894.098,2016-03-28,m3,2022-02-22 01:21:55.716025
2579,OLEO DIESEL S-10 ,SERGIPE,13191.7,2016-03-28,m3,2022-02-22 01:21:55.716025
2580,OLEO DIESEL S-10 ,BAHIA,88017.869,2016-03-28,m3,2022-02-22 01:21:55.716025
2581,OLEO DIESEL S-10 ,MINAS GERAIS,161759.021,2016-03-28,m3,2022-02-22 01:21:55.716025
2582,OLEO DIESEL S-10 ,ESPIRITO SANTO,30731.5,2016-03-28,m3,2022-02-22 01:21:55.716025
2583,OLEO DIESEL S-10 ,RIO DE JANEIRO,118556.6,2016-03-28,m3,2022-02-22 01:21:55.716025
2584,OLEO DIESEL S-10 ,SAO PAULO,366242.81,2016-03-28,m3,2022-02-22 01:21:55.716025
